temperatura_cabeza_F_diff,temperatura_cabeza_F,dosis_IC_ppm_diff,dosis_IC_ppm,agua_BAPD,mpy
-11.01351960000001,89.6,-20.73333333,24.26666667,322.730622,0.361339032
9.0,98.6,-24.26666667,0.0,625.77906,1.094727338
-1.7999999999999972,96.8,0.0,0.0,660.629194,15.38720317
7.200000000000003,104.0,115.0,115.0,558.0,6.682928518
-8.935509530000004,95.06449047,-87.5249469,27.4750531,1014.6188,14.77299903
-0.0644904699999955,95.0,14.012876459999998,41.48792956,1596.625697,15.13029846
12.599999999999994,107.6,-41.48792956,0.0,1061.289205,3.737466628
-10.266977549999991,97.33302245,20.22650901,20.22650901,474.017992,9.998798583
-0.5330224500000043,96.8,13.845436919999996,34.07194593,308.5,0.337328773
-1.7999999999999972,95.0,1.916908,35.98885393,324.666342,7.786
9.0,104.0,-35.98885393,0.0,1303.456,15.74580082
-10.799999999999995,93.2,18.66666667,18.66666667,385.898184,1.096000277
10.799999999999995,104.0,41.33333333,60.0,503.2454,0.509958853
5.400000000000006,109.4,-21.34825971,38.65174029,670.61355,15.34149563
-7.522927600000003,101.8770724,-38.65174029,0.0,918.57,0.851405093
2.122927599999997,104.0,28.47681233,28.47681233,652.236875,1.872590842
0.0,104.0,0.5546000299999996,29.03141236,683.0,1.135461379
-9.0,95.0,0.0663397900000006,29.09775215,875.7072,7.712181397
4.432021169999999,99.43202117,-29.09775215,0.0,923.60625,5.646756363
-3.892021169999993,95.54,36.95800265,36.95800265,1703.57,15.1527192
12.059999999999988,107.6,93.04199735,130.0,447.32896,0.710299831
7.200000000000003,114.8,-86.8529875,43.1470125,1235.01336,12.44350484
-19.8,95.0,-5.750851560000001,37.39616094,150.09386,14.74095986
9.0,104.0,-37.39616094,0.0,81.520647,5.421549023
-18.0,86.0,38.05078643,38.05078643,1276.87815,9.168977927
7.200000000000003,93.2,-5.100054370000002,32.95073206,460.13169,5.000977408
18.0,111.2,-15.23029817,17.72043389,787.1576,0.810861994
-16.200000000000003,95.0,-16.327823967,1.392609923,135.872,0.07
-0.5803865299999984,94.41961347,65.50708118700001,66.89969111,505.79856,15.0105254
9.580386529999998,104.0,33.100308889999994,100.0,1100.8503,2.245463982
-2.461863500000007,101.5381365,-20.0,80.0,753.396264,9.198196312
11.461863500000009,113.0,-80.0,0.0,745.035,15.34643528
-9.0,104.0,26.0,26.0,440.13064,15.28506814
-5.625390390000007,98.37460961,13.873133799999998,39.8731338,1508.3497,15.24565511
-1.574609609999996,96.8,50.1268662,90.0,1609.50888,5.514370732
10.799999999999995,107.6,-90.0,0.0,1046.49839,1.115877705
-18.0,89.6,24.26666667,24.26666667,327.505809,0.942540437
5.400000000000006,95.0,12.447347550000003,36.71401422,1164.2625,6.542819656
3.7997281699999945,98.79972817,-19.120491540000003,17.59352268,0.0,0.521594421
-1.133917849999989,97.66581032,-17.59352268,0.0,46.22594465,1.171103664
-2.6658103200000056,95.0,22.34718091,22.34718091,309.828847,0.667570373
7.8189794000000035,102.8189794,87.65281909000001,110.0,706.729352,15.51694928
-7.620495030000001,95.19848437,-72.02792219,37.97207781,979.2037281,13.29121981
-0.1984843700000027,95.0,0.1870590099999987,38.15913682,413.24843,8.831580347
0.0,95.0,-9.815217530000002,28.34391929,377.0896,13.74746765
14.400000000000006,109.4,-28.34391929,0.0,867.983578,1.63519851
-9.0,100.4,90.0,90.0,962.662974,0.606809909
3.5999999999999943,104.0,-90.0,0.0,278.90082,1.161275393
-12.599999999999994,91.4,23.73705662,23.73705662,191.05954,0.05
-12.599999999999994,104.0,-38.27301711,0.0,1457.29506,0.261020265
3.5999999999999943,107.6,23.58691626,23.58691626,1017.575615,15.23263976
-7.199999999999989,100.4,-3.586916259999999,20.0,515.966,1.115492265
-0.1834751000000096,100.2165249,-20.0,0.0,774.726239,0.567730689
7.383475099999998,107.6,63.28929228,63.28929228,489.52332,15.51798302
-7.199999999999989,100.4,-13.289292279999998,50.0,1387.89705,1.45369607
7.199999999999989,107.6,58.749937,108.749937,879.53385,9.389196333
-7.272599199999988,100.3274008,-18.749937000000003,90.0,683.60626,5.064681827
-5.327400800000007,95.0,-60.72962902,29.27037098,770.89284,0.848473314
14.400000000000006,109.4,-29.27037098,0.0,738.655028,0.845694227
1.7999999999999972,111.2,0.0,0.0,1926.2240962000003,5.495105526
-18.0,93.2,80.0,80.0,756.286,13.02470945
18.0,111.2,-52.26786716,27.73213284,933.8607,0.769454044
-3.886863200000008,107.3131368,-27.73213284,0.0,762.449185,15.15291666
-12.313136799999995,95.0,1.518329888,1.518329888,162.34452,1.583
12.599999999999994,107.6,35.331698512,36.8500284,983.4552,1.194016562
3.6000000000000085,111.2,34.1122391,70.9622675,574.0,5.465999058
